Plate Number,Make,Model,Colour,Manufacture Date,VIN,Engine Number,GVM,Tare Mass,Stolen VIN,CO2 Emissions,Stolen Plate,Stolen Engine,Reg Status,No. of Operators
YJX51P,HOLDEN,COMMODORE,Red,01/2011,1817,0031,0,1665,N,217,N,N,Currently Registered,1
